feature_index,feature_name
354,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922__yes
355,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922__inactive
356,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922__not_applicable
357,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681__no
358,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681__yes
359,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681__inactive
360,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681__not_applicable
361,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44__no
362,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44__yes
363,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44__inactive
364,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44__not_applicable
365,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2__no
366,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2__yes
367,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2__inactive
368,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2__not_applicable
369,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82__no
370,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82__yes
371,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82__inactive
372,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82__not_applicable
373,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158__graphic_detail
374,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158__limited_detail
375,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158__moderate_detail
376,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158__inactive
377,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158__not_applicable
378,answer__how_frequent_are_the_horrifying_elements_793da69a__often
379,answer__how_frequent_are_the_horrifying_elements_793da69a__rare
380,answer__how_frequent_are_the_horrifying_elements_793da69a__inactive
381,answer__how_frequent_are_the_horrifying_elements_793da69a__not_applicable
382,answer__how_frequent_are_the_scary_elements_71813163__often
383,answer__how_frequent_are_the_scary_elements_71813163__rare
384,answer__how_frequent_are_the_scary_elements_71813163__inactive
385,answer__how_frequent_are_the_scary_elements_71813163__not_applicable
386,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26__often
387,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26__rarely
388,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26__inactive
389,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26__not_applicable
390,answer__how_frequently_do_fantasy_drugs_occur_f510ee29__often
391,answer__how_frequently_do_fantasy_drugs_occur_f510ee29__rarely
392,answer__how_frequently_do_fantasy_drugs_occur_f510ee29__inactive
393,answer__how_frequently_do_fantasy_drugs_occur_f510ee29__not_applicable
394,answer__how_frequently_do_medical_drugs_occur_04c7e80e__often
395,answer__how_frequently_do_medical_drugs_occur_04c7e80e__rarely
396,answer__how_frequently_do_medical_drugs_occur_04c7e80e__inactive
397,answer__how_frequently_do_medical_drugs_occur_04c7e80e__not_applicable
398,answer__how_frequently_do_minor_profanities_occur_9d2bf28d__often
399,answer__how_frequently_do_minor_profanities_occur_9d2bf28d__rarely
400,answer__how_frequently_do_minor_profanities_occur_9d2bf28d__inactive
401,answer__how_frequently_do_minor_profanities_occur_9d2bf28d__not_applicable
402,answer__how_frequently_do_sexual_expletives_occur_d0c59225__often
403,answer__how_frequently_do_sexual_expletives_occur_d0c59225__rarely
404,answer__how_frequently_do_sexual_expletives_occur_d0c59225__inactive
405,answer__how_frequently_do_sexual_expletives_occur_d0c59225__not_applicable
406,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f__often
407,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f__rarely
408,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f__inactive
409,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f__not_applicable
410,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54__often
411,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54__rarely
412,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54__inactive
413,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54__not_applicable
414,answer__how_frequently_do_the_human_buttocks_appear_6198e796__often
415,answer__how_frequently_do_the_human_buttocks_appear_6198e796__rarely
416,answer__how_frequently_do_the_human_buttocks_appear_6198e796__inactive
417,answer__how_frequently_do_the_human_buttocks_appear_6198e796__not_applicable
418,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0__often
419,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0__rarely
420,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0__inactive
421,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0__not_applicable
422,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7__often
423,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7__rarely
424,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7__inactive
425,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7__not_applicable
426,answer__how_frequently_does_moderate_swearing_occur_7d1d932d__often
427,answer__how_frequently_does_moderate_swearing_occur_7d1d932d__rarely
428,answer__how_frequently_does_moderate_swearing_occur_7d1d932d__inactive
429,answer__how_frequently_does_moderate_swearing_occur_7d1d932d__not_applicable
430,answer__how_frequently_does_the_genitalia_appear_6e9bbba6__often
431,answer__how_frequently_does_the_genitalia_appear_6e9bbba6__rarely
432,answer__how_frequently_does_the_genitalia_appear_6e9bbba6__inactive
433,answer__how_frequently_does_the_genitalia_appear_6e9bbba6__not_applicable
434,answer__how_frequently_does_this_alcohol_content_occur_861b9e63__often
435,answer__how_frequently_does_this_alcohol_content_occur_861b9e63__rarely
436,answer__how_frequently_does_this_alcohol_content_occur_861b9e63__inactive
437,answer__how_frequently_does_this_alcohol_content_occur_861b9e63__not_applicable
438,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c__often
439,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c__rarely
440,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c__inactive
441,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c__not_applicable
442,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5__referred_to_only
443,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5__visually_depicted
444,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5__inactive
445,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5__not_applicable
446,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746__referred_to_only
447,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746__visually_depicted
448,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746__inactive
449,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746__not_applicable
450,answer__how_often_do_sexual_acts_occur_7a0c9886__often
451,answer__how_often_do_sexual_acts_occur_7a0c9886__rarely
452,answer__how_often_do_sexual_acts_occur_7a0c9886__inactive
453,answer__how_often_do_sexual_acts_occur_7a0c9886__not_applicable
454,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a__realistic
455,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a__unrealistic
456,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a__inactive
457,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a__not_applicable
458,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d__fantastical
459,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d__realistic
460,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d__inactive
461,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d__not_applicable
462,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d__no
463,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d__yes
464,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d__inactive
465,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d__not_applicable
466,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c__no
467,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c__yes
468,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c__inactive
469,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c__not_applicable
470,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959__no
471,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959__yes
472,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959__inactive
473,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959__not_applicable
474,answer__is_any_of_this_violence_against_real_world_animals_6fc80a86__no
475,answer__is_any_of_this_violence_against_real_world_animals_6fc80a86__yes
476,answer__is_any_of_this_violence_against_real_world_animals_6fc80a86__inactive
477,answer__is_any_of_this_violence_against_real_world_animals_6fc80a86__not_applicable
478,answer__is_shared_user_generated_content_the_primary_source_of_c_ccfc5be7__no
479,answer__is_shared_user_generated_content_the_primary_source_of_c_ccfc5be7__yes
480,answer__is_shared_user_generated_content_the_primary_source_of_c_ccfc5be7__inactive
481,answer__is_shared_user_generated_content_the_primary_source_of_c_ccfc5be7__not_applicable
482,answer__is_the_app_a_web_browser_or_search_engine_15f398d7__no
483,answer__is_the_app_a_web_browser_or_search_engine_15f398d7__yes
484,answer__is_the_app_a_web_browser_or_search_engine_15f398d7__inactive
485,answer__is_the_app_a_web_browser_or_search_engine_15f398d7__not_applicable
486,answer__is_the_app_primarily_a_news_or_educational_product_44733801__no
487,answer__is_the_app_primarily_a_news_or_educational_product_44733801__yes
488,answer__is_the_app_primarily_a_news_or_educational_product_44733801__inactive
489,answer__is_the_app_primarily_a_news_or_educational_product_44733801__not_applicable
490,answer__is_the_issuance_of_these_digital_assets_a_significant_or_60d212c2__no
491,answer__is_the_issuance_of_these_digital_assets_a_significant_or_60d212c2__yes
492,answer__is_the_issuance_of_these_digital_assets_a_significant_or_60d212c2__inactive
493,answer__is_the_issuance_of_these_digital_assets_a_significant_or_60d212c2__not_applicable
494,answer__is_the_use_of_illegal_or_recreational_drugs_interactive_0bbcd975__no
495,answer__is_the_use_of_illegal_or_recreational_drugs_interactive_0bbcd975__yes
496,answer__is_the_use_of_illegal_or_recreational_drugs_interactive_0bbcd975__inactive
497,answer__is_the_use_of_illegal_or_recreational_drugs_interactive_0bbcd975__not_applicable
498,answer__is_the_use_of_illegal_or_recreational_drugs_related_to_i_368c1654__no
499,answer__is_the_use_of_illegal_or_recreational_drugs_related_to_i_368c1654__yes
500,answer__is_the_use_of_illegal_or_recreational_drugs_related_to_i_368c1654__inactive
501,answer__is_the_use_of_illegal_or_recreational_drugs_related_to_i_368c1654__not_applicable
502,answer__is_there_an_intense_and_unrelenting_sense_of_imminent_th_91f93ed6__no
503,answer__is_there_an_intense_and_unrelenting_sense_of_imminent_th_91f93ed6__yes
504,answer__is_there_an_intense_and_unrelenting_sense_of_imminent_th_91f93ed6__inactive
505,answer__is_there_an_intense_and_unrelenting_sense_of_imminent_th_91f93ed6__not_applicable
506,answer__is_this_content_the_focus_of_the_app_01edd6fa__no
507,answer__is_this_content_the_focus_of_the_app_01edd6fa__yes
508,answer__is_this_content_the_focus_of_the_app_01edd6fa__inactive
509,answer__is_this_content_the_focus_of_the_app_01edd6fa__not_applicable
510,answer__is_this_the_primary_focus_of_the_app_abad8299__no
511,answer__is_this_the_primary_focus_of_the_app_abad8299__yes
512,answer__is_this_the_primary_focus_of_the_app_abad8299__inactive
513,answer__is_this_the_primary_focus_of_the_app_abad8299__not_applicable
514,answer__what_best_describes_this_type_of_blood_in_the_app_270691dd__large_or_frequent
515,answer__what_best_describes_this_type_of_blood_in_the_app_270691dd__small_and_infrequent
516,answer__what_best_describes_this_type_of_blood_in_the_app_270691dd__inactive
517,answer__what_best_describes_this_type_of_blood_in_the_app_270691dd__not_applicable
518,answer__what_best_describes_this_type_of_blood_in_the_game_7ee8e188__large_or_frequent
519,answer__what_best_describes_this_type_of_blood_in_the_game_7ee8e188__small_and_infrequent
520,answer__what_best_describes_this_type_of_blood_in_the_game_7ee8e188__inactive
521,answer__what_best_describes_this_type_of_blood_in_the_game_7ee8e188__not_applicable
522,answer__what_is_the_duration_of_these_scenes_ebc5ddb7__brief
523,answer__what_is_the_duration_of_these_scenes_ebc5ddb7__prolonged
524,answer__what_is_the_duration_of_these_scenes_ebc5ddb7__inactive
525,answer__what_is_the_duration_of_these_scenes_ebc5ddb7__not_applicable
526,answer__what_is_the_level_of_blood_and_or_gore_associated_with_t_11d6d7cc__high
527,answer__what_is_the_level_of_blood_and_or_gore_associated_with_t_11d6d7cc__mild_limited
528,answer__what_is_the_level_of_blood_and_or_gore_associated_with_t_11d6d7cc__moderate
529,answer__what_is_the_level_of_blood_and_or_gore_associated_with_t_11d6d7cc__none
530,answer__what_is_the_level_of_blood_and_or_gore_associated_with_t_11d6d7cc__inactive
531,answer__what_is_the_level_of_blood_and_or_gore_associated_with_t_11d6d7cc__not_applicable
532,answer__which_of_the_following_would_best_describe_the_app_6d1d2d7d__communication_used_to_communicate_with_people_already_known_to_the_user_in_one_on_one_or_small_group_conversations_skype_sms_and_gmail_are_examples_of_these_types_of_products
533,answer__which_of_the_following_would_best_describe_the_app_6d1d2d7d__social_used_to_communicate_post_and_share_content_with_large_groups_of_people_or_for_meeting_new_people_facebook_twitter_instagram_tinder_are_examples_of_these_types_of_products
534,answer__which_of_the_following_would_best_describe_the_app_6d1d2d7d__inactive
535,answer__which_of_the_following_would_best_describe_the_app_6d1d2d7d__not_applicable
536,answer__alcohol_533c1b5c__encourages_glamorizes
537,answer__alcohol_533c1b5c__reference
538,answer__alcohol_533c1b5c__use
539,answer__alcohol_533c1b5c__none
540,answer__alcohol_533c1b5c__inactive
541,answer__alcohol_533c1b5c__not_applicable
542,answer__fantasy_drugs_0cdae46d__encourages_glamorizes
543,answer__fantasy_drugs_0cdae46d__reference
544,answer__fantasy_drugs_0cdae46d__use
545,answer__fantasy_drugs_0cdae46d__none
546,answer__fantasy_drugs_0cdae46d__inactive
547,answer__fantasy_drugs_0cdae46d__not_applicable
548,answer__how_is_this_violence_presented_in_the_app_12995eb2__implied_but_not_seen
549,answer__how_is_this_violence_presented_in_the_app_12995eb2__often_depicted_from_a_close_up_perspective
550,answer__how_is_this_violence_presented_in_the_app_12995eb2__often_depicted_from_a_distant_perspective
551,answer__how_is_this_violence_presented_in_the_app_12995eb2__rarely_depicted_from_a_close_up_perspective
552,answer__how_is_this_violence_presented_in_the_app_12995eb2__rarely_depicted_from_a_distant_perspective
553,answer__how_is_this_violence_presented_in_the_app_12995eb2__referred_to
554,answer__how_is_this_violence_presented_in_the_app_12995eb2__none
555,answer__how_is_this_violence_presented_in_the_app_12995eb2__inactive
556,answer__how_is_this_violence_presented_in_the_app_12995eb2__not_applicable
557,answer__how_is_this_violence_presented_in_the_app_98219979__often_depicted_from_a_close_up_perspective
558,answer__how_is_this_violence_presented_in_the_app_98219979__often_depicted_from_a_distant_perspective
559,answer__how_is_this_violence_presented_in_the_app_98219979__rarely_depicted_from_a_close_up_perspective
560,answer__how_is_this_violence_presented_in_the_app_98219979__rarely_depicted_from_a_distant_perspective
561,answer__how_is_this_violence_presented_in_the_app_98219979__referred_to
562,answer__how_is_this_violence_presented_in_the_app_98219979__none
563,answer__how_is_this_violence_presented_in_the_app_98219979__inactive
564,answer__how_is_this_violence_presented_in_the_app_98219979__not_applicable
565,answer__how_is_this_violence_presented_in_the_game_0a118a0a__often_depicted_from_a_close_up_perspective
566,answer__how_is_this_violence_presented_in_the_game_0a118a0a__often_depicted_from_a_distant_perspective
567,answer__how_is_this_violence_presented_in_the_game_0a118a0a__rarely_depicted_from_a_close_up_perspective
568,answer__how_is_this_violence_presented_in_the_game_0a118a0a__rarely_depicted_from_a_distant_perspective
569,answer__how_is_this_violence_presented_in_the_game_0a118a0a__referred_to
570,answer__how_is_this_violence_presented_in_the_game_0a118a0a__none
571,answer__how_is_this_violence_presented_in_the_game_0a118a0a__inactive
572,answer__how_is_this_violence_presented_in_the_game_0a118a0a__not_applicable
573,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__implied_but_not_seen
574,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__often_depicted_from_a_close_up_perspective
575,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__often_depicted_from_a_distant_perspective
576,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__rarely_depicted_from_a_close_up_perspective
577,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__rarely_depicted_from_a_distant_perspective
578,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__referred_to
579,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__none
580,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__inactive
581,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__not_applicable
582,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__obscured_innuendo_sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view
583,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__shown_with_full_frontal_nudity
584,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__shown_with_no_nudity_characters_are_depicted_in_a_sexual_act_but_no_nudity_is_shown
585,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__shown_with_partial_nudity_breasts_buttocks
586,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__none
587,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__inactive
588,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__not_applicable
589,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__overtly_sexual_situations_or_visually_depicted_innuendo
590,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__references_to_sexual_activity_with_descriptive_detail
591,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__references_to_sexual_activity_without_descriptive_detail
592,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__sexual_situations_involving_those_who_appear_to_be_under_18
593,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__suggestive_references_and_innuendo_in_text_dialogue_or_heard
594,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__none
595,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__inactive
596,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__not_applicable
597,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__overtly_sexual_situations_or_visually_depicted_innuendo
598,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__references_to_sexual_activity_with_descriptive_detail
599,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__references_to_sexual_activity_without_descriptive_detail
600,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__sexual_situations_involving_those_who_appear_to_be_under_18
601,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__suggestive_references_and_innuendo_in_text_dialogue_or_heard
602,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__none
603,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__inactive
604,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__not_applicable
605,answer__illegal_or_recreational_drugs_ba0c1239__detailed_instruction_for_use
606,answer__illegal_or_recreational_drugs_ba0c1239__encourages_glamorizes
607,answer__illegal_or_recreational_drugs_ba0c1239__reference
608,answer__illegal_or_recreational_drugs_ba0c1239__use
609,answer__illegal_or_recreational_drugs_ba0c1239__none
610,answer__illegal_or_recreational_drugs_ba0c1239__inactive
611,answer__illegal_or_recreational_drugs_ba0c1239__not_applicable
612,answer__medical_drugs_32c6cc3e__encourages_glamorizes
613,answer__medical_drugs_32c6cc3e__reference
614,answer__medical_drugs_32c6cc3e__use
615,answer__medical_drugs_32c6cc3e__none
616,answer__medical_drugs_32c6cc3e__inactive
617,answer__medical_drugs_32c6cc3e__not_applicable
618,answer__please_select_all_that_the_app_includes_18adc531__discriminatory_language_against_race_religion_sex_etc
619,answer__please_select_all_that_the_app_includes_18adc531__minor_profanities_e_g_go_to_hell
620,answer__please_select_all_that_the_app_includes_18adc531__moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_offensive
621,answer__please_select_all_that_the_app_includes_18adc531__sexual_expletives
622,answer__please_select_all_that_the_app_includes_18adc531__none
623,answer__please_select_all_that_the_app_includes_18adc531__inactive
624,answer__please_select_all_that_the_app_includes_18adc531__not_applicable
625,answer__please_select_all_that_the_app_includes_24d1114b__nudity
626,answer__please_select_all_that_the_app_includes_24d1114b__revealing_outfits
627,answer__please_select_all_that_the_app_includes_24d1114b__none
628,answer__please_select_all_that_the_app_includes_24d1114b__inactive
629,answer__please_select_all_that_the_app_includes_24d1114b__not_applicable
630,answer__please_select_all_that_the_app_includes_4715352d__cash_convertible_rewards_cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics
631,answer__please_select_all_that_the_app_includes_4715352d__issuance_e_g_minting_of_transferable_digital_assets_e_g_nfts
632,answer__please_select_all_that_the_app_includes_4715352d__none
633,answer__please_select_all_that_the_app_includes_4715352d__inactive
634,answer__please_select_all_that_the_app_includes_4715352d__not_applicable
635,answer__please_select_all_that_the_app_includes_4cf49f6e__horrifying_elements
636,answer__please_select_all_that_the_app_includes_4cf49f6e__scary_elements
637,answer__please_select_all_that_the_app_includes_4cf49f6e__none
638,answer__please_select_all_that_the_app_includes_4cf49f6e__inactive
639,answer__please_select_all_that_the_app_includes_4cf49f6e__not_applicable
640,answer__please_select_all_that_the_app_includes_6686a0fa__alcohol
641,answer__please_select_all_that_the_app_includes_6686a0fa__fantasy_drugs
642,answer__please_select_all_that_the_app_includes_6686a0fa__illegal_or_recreational_drugs
643,answer__please_select_all_that_the_app_includes_6686a0fa__medical_drugs
644,answer__please_select_all_that_the_app_includes_6686a0fa__tobacco
645,answer__please_select_all_that_the_app_includes_6686a0fa__none
646,answer__please_select_all_that_the_app_includes_6686a0fa__inactive
647,answer__please_select_all_that_the_app_includes_6686a0fa__not_applicable
648,answer__please_select_all_that_the_app_includes_8940577b__blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery
649,answer__please_select_all_that_the_app_includes_8940577b__disturbing_or_gory_images_without_a_violent_act_shown
650,answer__please_select_all_that_the_app_includes_8940577b__violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles
651,answer__please_select_all_that_the_app_includes_8940577b__violence_or_implied_violence_against_humans
652,answer__please_select_all_that_the_app_includes_8940577b__none
653,answer__please_select_all_that_the_app_includes_8940577b__inactive
654,answer__please_select_all_that_the_app_includes_8940577b__not_applicable
655,answer__please_select_all_that_the_app_includes_8aa332fd__female_fantasy_creatures_breasts_e_g_harpies
656,answer__please_select_all_that_the_app_includes_8aa332fd__female_human_breasts_with_nipples
657,answer__please_select_all_that_the_app_includes_8aa332fd__genitalia
658,answer__please_select_all_that_the_app_includes_8aa332fd__human_buttocks
659,answer__please_select_all_that_the_app_includes_8aa332fd__nipple_less_breasts_or_breasts_with_minimal_coverage_e_g_pasties_long_hair
660,answer__please_select_all_that_the_app_includes_8aa332fd__none
661,answer__please_select_all_that_the_app_includes_8aa332fd__inactive
662,answer__please_select_all_that_the_app_includes_8aa332fd__not_applicable
663,answer__please_select_all_that_the_app_includes_b82bc521__any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay
664,answer__please_select_all_that_the_app_includes_b82bc521__gambling_themes
665,answer__please_select_all_that_the_app_includes_b82bc521__playable_bingo_games
666,answer__please_select_all_that_the_app_includes_b82bc521__playable_casino_games_lotteries_or_racetrack_betting
667,answer__please_select_all_that_the_app_includes_b82bc521__none
668,answer__please_select_all_that_the_app_includes_b82bc521__inactive
669,answer__please_select_all_that_the_app_includes_b82bc521__not_applicable
670,answer__please_select_all_that_the_app_includes_be745a55__depictions_of_or_references_to_sexual_violence
671,answer__please_select_all_that_the_app_includes_be745a55__nudity_or_revealing_outfits
672,answer__please_select_all_that_the_app_includes_be745a55__sexual_activity_includes_both_moving_and_still_images_of_sexual_activity
673,answer__please_select_all_that_the_app_includes_be745a55__suggestive_sexual_themes_or_references
674,answer__please_select_all_that_the_app_includes_be745a55__none
675,answer__please_select_all_that_the_app_includes_be745a55__inactive
676,answer__please_select_all_that_the_app_includes_be745a55__not_applicable
677,answer__please_select_all_that_the_game_includes_44d3634e__female_fantasy_creatures_breasts_e_g_harpies
678,answer__please_select_all_that_the_game_includes_44d3634e__female_human_breasts_with_nipples
679,answer__please_select_all_that_the_game_includes_44d3634e__genitalia
680,answer__please_select_all_that_the_game_includes_44d3634e__human_buttocks
681,answer__please_select_all_that_the_game_includes_44d3634e__nipple_less_breasts_or_breasts_with_minimal_coverage_e_g_pasties_long_hair
682,answer__please_select_all_that_the_game_includes_44d3634e__none
683,answer__please_select_all_that_the_game_includes_44d3634e__inactive
684,answer__please_select_all_that_the_game_includes_44d3634e__not_applicable
685,answer__please_select_all_that_the_game_includes_4e162967__cash_convertible_rewards_cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics
686,answer__please_select_all_that_the_game_includes_4e162967__issuance_e_g_minting_of_transferable_digital_assets_e_g_nfts
687,answer__please_select_all_that_the_game_includes_4e162967__purchases_of_digital_goods
688,answer__please_select_all_that_the_game_includes_4e162967__none
689,answer__please_select_all_that_the_game_includes_4e162967__inactive
690,answer__please_select_all_that_the_game_includes_4e162967__not_applicable
691,answer__please_select_all_that_the_game_includes_500aa428__discriminatory_language_against_race_religion_sex_etc
692,answer__please_select_all_that_the_game_includes_500aa428__minor_profanities_e_g_go_to_hell
693,answer__please_select_all_that_the_game_includes_500aa428__moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_offensive
694,answer__please_select_all_that_the_game_includes_500aa428__sexual_expletives
695,answer__please_select_all_that_the_game_includes_500aa428__none
696,answer__please_select_all_that_the_game_includes_500aa428__inactive
697,answer__please_select_all_that_the_game_includes_500aa428__not_applicable
698,answer__please_select_all_that_the_game_includes_768feb67__dating_games_interactive_dating_marriage_or_other_romantic_relationships_between_game_characters
699,answer__please_select_all_that_the_game_includes_768feb67__depictions_of_or_references_to_sexual_violence
700,answer__please_select_all_that_the_game_includes_768feb67__nudity_or_revealing_outfits
701,answer__please_select_all_that_the_game_includes_768feb67__sexual_activity_includes_both_moving_and_still_images_of_sexual_activity
702,answer__please_select_all_that_the_game_includes_768feb67__suggestive_sexual_themes_or_references
703,answer__please_select_all_that_the_game_includes_768feb67__none
704,answer__please_select_all_that_the_game_includes_768feb67__inactive
705,answer__please_select_all_that_the_game_includes_768feb67__not_applicable
706,answer__please_select_all_that_the_game_includes_a0533f3c__blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery
707,answer__please_select_all_that_the_game_includes_a0533f3c__disturbing_or_gory_images_without_a_violent_act_shown
708,answer__please_select_all_that_the_game_includes_a0533f3c__violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles
